Username,Text
TadeuszGiczan,@peter84zg HBO Rome series set at Cinecitta Studios in southeastern Rome
TadeuszGiczan,@0xtaake It's an HBO Rome series set at Cinecitta Studios in southeastern Rome;)
TadeuszGiczan,@pdick10 You bet! https://t.co/B8IcByqJEA
TadeuszGiczan,"@gunthera_mws U nas w Lacjum 20-25 stopni, w sam raz do łażenia po mieście i podziwiania zabytków. Nad morzem nie byłem, ale wydaje mi się, że woda jeszcze ciut za zimna. No ale kto co lubi"
TadeuszGiczan,"@aravosis I saw lots of negative reviews before deciding to go there but it went surprisingly smoothly, you can even book tickets online these days (since very recently, I imagine). Pretty cool to walk through the live Rome once you've seen what's left of it https://t.co/ks9cOHtgz1"
TadeuszGiczan,@gunthera_mws Si Signore!
TadeuszGiczan,First time in Rome and have already found a much better preserved ancient site than the overhyped Forum. https://t.co/exOMdAFJR6
TadeuszGiczan,"@mimiliuk Yeah, the ominous 'синий бусик'. If you know you know"
TadeuszGiczan,@maxseddon Straight from Soviet paintings depicting Nazi collaborators https://t.co/K3ySM9qFkV
TadeuszGiczan,"Warsaw Modlin Airport has been turned into a film set depicting Minsk Airport with the Belarusian coat of arms, navigation signs, taxis and stuff. On a normal workday. A Belarusian couple said they nearly had a heart attack after landing and passing through the arrivals https://t.co/tY3LoTF11b"
TadeuszGiczan,"Obligatory ""you can't park here mate"". Must've been some pretty strong stuff they dropped https://t.co/hgGYIwyoHd"
TadeuszGiczan,"Oh my, the ""Bombing of Voronezh"" meme has just come true. ""[Russian] Su-34, flying over the city of Belgorod, accidentally dropped air munitions,"" the Russian Defence Ministry confirmed."
TadeuszGiczan,"@Vokabre I just googled ""uber helicopter london"" screenshot :P I don't think they're a real thing"
TadeuszGiczan,"@Vokabre Yep, off to see my nan https://t.co/egGnYiq04H"
TadeuszGiczan,"@Wiki_Zalewska Dzięki! Pokaże żonie, żeby miała nową fobię"
TadeuszGiczan,And below https://t.co/jd7STsGHGq
TadeuszGiczan,The joys of living on a high floor. You can see helicopters from above https://t.co/SCPcHg0sOr
TadeuszGiczan,@Vokabre Ever heard of the cargo cult? It's the tractor cult in Belarus. They do this at every other state event: https://t.co/OykPhZ6C68
TadeuszGiczan,"@paulhansbury1 @HurstPublishers Congrats Paul! And look forward to hearing about it at the Belarus conference, bring a few copies along:)"
TadeuszGiczan,"@DariuszGrabka If the war spills over into Belarus, I can already see Lukashenko's militia mounting machine guns on these tractors"
TadeuszGiczan,"@blinzka Officially Belarus only ships humanitarian aid to Africa and never weapons and yet somehow it's among the top 20 weapons suppliers globally. One can only guess how so. I wouldn't take this to court, obviously"
TadeuszGiczan,"@AntoniKrakowiak Jeśli chodzi o ten zestrzelony wcześniej, jest o tym na Wikipedii nawet: https://t.co/Bs7pW4zKYr
Ten z Sudanu to z ostatniej chwili, więc nic więcej nie wiadomo na razie"
TadeuszGiczan,Reminds me of one of the main tourist attractions in Mogadishu - the cockpit of another Belarusian Il-76 shot down over the city centre in the 2000s and still lying in the street. Selling weapons to warlords is a risky business https://t.co/SEa6eJKjug
TadeuszGiczan,@gigidiehard You quoted my point exactly
TadeuszGiczan,"@gonetrollinggif Had one as a kid, surprisingly gentle creatures"
TadeuszGiczan,"But isn't that a good thing? If Kyiv is no longer the ""mother of Russian cities"" from Russia's point of view, this should make the eventual break-up less painful for them"
TadeuszGiczan,"Now, I don't want to promote cultural stereotypes, but here a Minsk casino is giving away a tractor https://t.co/5ji0DYLsjP"
TadeuszGiczan,@J_Jaraczewski I must confess: I saw all the previous pictures and wow that was quick
TadeuszGiczan,"@AlexKokcharov @culturaltutor I don't think the post says it's Soviet. The way I see it, it's an illustration of ""old architectural styles rejected by Soviet Constructivism and Futurism"""
TadeuszGiczan,"@rhodanielson364 You dug a bit too deep here, it was simply Schalke's first game after the war started, and they had to cover their Gazprom sponsor logo with something"
TadeuszGiczan,@lekku_fetish One day definitely! As well as a good investment (or at least that's what I hope:P)
TadeuszGiczan,"@KruszynskiJakub Didn't know about it, globalisation at its weirdest!"
TadeuszGiczan,@KruszynskiJakub Might be a good riddle in 20 years:)
TadeuszGiczan,@NiekvdZ Well... you're not incorrect:)
TadeuszGiczan,Thought I'd share with you the latest addition to my little collection of football shirts because this one's really special (and Ukraine-related). Any guesses as to what's hiding behind the rather odd-shaped Schalke 04 patch? The clue is in the date (just blink if you know😉) https://t.co/tCEIMDCaXE
TadeuszGiczan,@PolskiWariacik Ominęło mnie to
TadeuszGiczan,@Vokabre That's what I love Wikipedia for
TadeuszGiczan,"TIL that the Belarus-EU border crisis has a dedicated Wikipedia page presenting it as an actual conflict with warring parties, leaders and losses, which include Belarusian Foreign Minister Vladimir Makei † https://t.co/6i9erhBhfo"
TadeuszGiczan,"Russian news outlet Agentstvo noticed that in one of the videos of Putin's ""today's"" trip to the occupied territories of Ukraine, he said: ""There's Easter coming up, isn't it?"" which was muted in later versions. So whoever visited Ukraine, most likely did it last week, not today. https://t.co/kuyR6veO2p"
TadeuszGiczan,"@rupucinskis Can't say it looks particularly good, so good to know it's at least tasty:)"
TadeuszGiczan,"@GennadySimanovs Social problems aside, it's actually of the most interesting parts of Minsk architecture-wise
https://t.co/q0CqcwUloy"
TadeuszGiczan,@rupucinskis What is that extraterrestrial substance in the first picture?🤔
TadeuszGiczan,@GennadySimanovs Fancy! I had to deal with the 1990s Avtaz when growing up
TadeuszGiczan,"@GennadySimanovs It's the classic 2000s Minsk schoolkid starter pack, or at least my version of it:)"
TadeuszGiczan,@lekku_fetish ^My lunch as a schoolkid basically
TadeuszGiczan,@pudlashuk Вельмі постмадэрнова выглядае усё разам)
TadeuszGiczan,@pudlashuk Усё роўна патрэбная тлумачальная брыгада. Што за м. Ленін 16 стагоддзя?
TadeuszGiczan,@pudlashuk Que?🤨
TadeuszGiczan,"@gunthera_mws Well spotted, I didn't notice it, it's even worse than I thought🙄"
TadeuszGiczan,"Food for thought for cultural anthropologists: The Russian (or should I say Soviet?) occupational administration in Melitopol renamed the city streets today. Ukrainian Street became Soviet Street, with other streets renamed after Lenin, Karl Marx, Rosgvardia, and Daria Dugina. https://t.co/yMI0w88va4"
TadeuszGiczan,@mazoe71 Must be this one: https://t.co/qwW05KJC4q
TadeuszGiczan,@rochelimit2772 https://t.co/qXxLOxKKk2
TadeuszGiczan,"An indirect yet very good confirmation that even Russia's closest ally Lukashenko no longer believes in its victory. In the past few months, Belarus has started mass construction of new permanent border posts along the border with Ukraine. https://t.co/y1Py031mSK"
TadeuszGiczan,"Introducing UberSSR. The naming is a bit unfortunate, but this should become the new industry standard. https://t.co/miQ4BNSkdt"
TadeuszGiczan,@pudlashuk Muszę kiedyś wyjść ze swojej bańki
TadeuszGiczan,@pudlashuk Ojezu. Choć w sumie nawet ciekawe
TadeuszGiczan,"Just when we thought it couldn't get any more bizarre, the Russian state news agency RIA Novosti started regularly and unironically interviewing ChatGPT asking for its opinion on the Russian economy, the peace plan for Ukraine and the Ukrainian Orthodox Church among other things. https://t.co/D0me5TRTW5"
TadeuszGiczan,"It took a little while, but I think we've got a winner. Ukrainian border guards have set up a large projector on the border with Belarus, on which they are showing their Belarusian counterparts a documentary about Lukashenko's regime involvement in the war. https://t.co/KdR7StxFPd"
TadeuszGiczan,"Oh my. Russia's ICC-wanted children's rights commissioner Maria Lvova-Belova complained that her 'adopted' Ukrainian child from Mariupol would run after her other children, shouting ""I'll eat you, you little Moskal"" because that's the way Ukrainian children are raised. True story https://t.co/PQaPCXwCBC"
TadeuszGiczan,@SE_Shpakova Luka's son and his national security advisor
TadeuszGiczan,"On March 24, a day before the announcement of the deployment of Russian nuclear weapons in Belarus, the head of the French intelligence agency DGSE, Bernard Émié, visited Minsk, Intelligence Online reports. He held talks with Viktor Lukashenko, but ""things didn't go as planned."" https://t.co/nm3mDu4Qtw"
RadioKate,"@RLyonsAuthor @MichaelRosenYes Ha! I have a small suitcase called Justin with some important documents. It’s my little pun so my loved ones know where to find stuff, just in case ;)"
RadioKate,@ThanksCancer It’s a great super power. Proud of everyone who’s had to face their fears and has responded by laughing (and swearing) and making others laugh. x
RadioKate,"@MarkReckons @brokenbottleboy I always loved walking around the big Paperchase on Tot Court Road with its art section and pen cabinet. There aren’t words to describe my sadness it’s gone, and my rage that it became “Life-size Monopoly” event space."
RadioKate,Good morning! How are you feeling? Enjoyed garden time and sunshine again yesterday - makes such a difference. Might find time to sit out with the crossword today and enjoy it some more. Then I’m going to sprinkle poppy seeds around the trees at top of road. 🌱 #StayBright https://t.co/8R54O3fZ1L
RadioKate,"@brokenbottleboy That’s a badge of honour not an insult though, right? Good stationery is a simple source of joy and should be embraced."
RadioKate,My excuse for being distracted is that I did some gardening and created a vase of flowers for my room. Spring is finally here. :) https://t.co/MlHwEcZ7dT
RadioKate,Good morning! How are you feeling? I forced myself out for that overdue run and I’m back enjoying coffee and the garden. Going to collect up some forget-me-nots and pop them in a little vase. Ooops - apparently got distracted by sun and garden. #StayBright https://t.co/JTuwXqwMJn
RadioKate,@brokenbottleboy Wowser.
RadioKate,"Good morning! How are you feeling? My garden has sprung into life in a somewhat ramshackle manner, but k rather like it’s carpet of forget-me-not and bluebells, interspersed with daffodils and tulips. It’s just cheerfully doing it’s own thing. Respect. #StayBright https://t.co/q7HkJiOtnU"
RadioKate,I grew myself a bunch of flowers 😊 https://t.co/u9GI3jUWIa
RadioKate,"Good morning! How are you feeling? I’ve not run in a while which is naughty - don’t let me get away with it. Have to make it a proper habit again. Enjoying my haul of fruit from the market - strawberries for breakfast, mango for lunch! #StayBright https://t.co/XV2UJWs9Fe"
RadioKate,@RishiSunak @10DowningStreet https://t.co/KJPbG1Byb5
RadioKate,"Good morning! How are you feeling? It’s another Penny Drop day for me, so if you’re in London and fancy a cuppa let me know. :) Sad for @ispace_inc who got close but didn’t quite manage to land softly on the Moon yesterday. Waiting for a blood test. Fun fun. #StayBright https://t.co/wON6TTiUiF"
RadioKate,"Good morning! How are you feeling? I can’t look out to the sea today, but my daffodils, tulips and forget-me-nots look cheerful in the sunshine. 😊 Enjoyed celebrating women in science in Parliament last night, here’s a cheeky lion. #StayBright https://t.co/PmPvFrFnHI"
RadioKate,"@Brannigand @LOrealParisUK @UNESCOUK @jesswade I think so, yes!"
RadioKate,Finally made it off the coach and into the @LOrealParisUK @UNESCOUK Women in Science Rising Talent Awards! #FWIS25 #ForWomenInScience https://t.co/OyBajyDsmo
RadioKate,"Good morning! How are you feeling? I’m just starting an 8.5 hour coach trip back to London. Made it as far as Penryn. Have much enjoyed my break from London, and Falmouth is lovely. Might be back here later asking for help with the cryptic crosswords… #StayBright https://t.co/tF4s5cf17b"
RadioKate,@KatherineGHobbs Btw - as agreed by a committee of excellent Kates - the name for a group Kates is “an awesome”. :)
RadioKate,@KatherineGHobbs @DrBrianKeating Now I just need to start KateCast so you can be one of the podcasts guests :)
RadioKate,"Good morning! How are you feeling? It’s pouring with rain here, so indoor DIY time. Attempting to rewire a cabinet. Back to the big smoke tomorrow so last chance to enjoy the sea air - when/if the rain stops and Cornish rocket beer! Have a good Sunday and #StayBright https://t.co/XZOXm8UrvS"
RadioKate,@KatherineGHobbs @DrBrianKeating Instant follow
RadioKate,@chrisapplegate You and @MarcSettle are on the same page!
RadioKate,Did a double-take at this news alert… https://t.co/tgs8sR1mW5
RadioKate,"Good morning! How are you feeling? We had a lovely clear sunny day yesterday, but today is torrential rain. Glad I went for my walk to the beach yesterday! Found a very cute little house(?) along the coast, and this even cuter bench plaque. All the feels. #StayBright https://t.co/djQOpbdCBO"
RadioKate,Good morning! How are you feeling? Eid Mubarak if you’re celebrating today. Lack of curtains means I’ve been enjoying sunrise the last few days - it’s quite lovely. Almost the weekend - yay! #StayBright https://t.co/BYH4KSuMup
RadioKate,@mohsin It’s today? Eid Mubarak - have a lovely day!
RadioKate,"@DerkHat Oh dear, sorry Del. Hope you don’t feel room bad and it passes quickly. Was thinking of you as I looked at some shirts in a retro charity shop in Falmouth the other day. Sending ‘get well’ wishes x"
RadioKate,"@TumsMakwela @Gailee99 @ThanksCancer I remember dashing to answer the door to the postie in my pjs, and he looked a bit shocked. ‘Surely you’ve seen people before they got dressed’ I thought, then realised I was holding a drain bottle half filled with blood with the tube coming out of the bottom of my pj top! 😳"
RadioKate,@GilKarout @ThanksCancer @Gailee99 Like when I went for my first scans I was more worried about being naked in front of people than about the potential for it being cancer (even with the feeling it probably might me).
RadioKate,"@Psythor I don’t think the point of the test was for it to blow up, but I get your point. Big difference between SLS ‘test’ flight and Starship test though in terms of expectations of success - so you have to consider context in which “test” is used."
RadioKate,"@Watching_events @Psythor @mjrobbins It wasn’t going to do a full orbit, almost an orbit but not quite. But yes, had it done that, and survived re-entry without breaking up, that would have been pretty incredible. Leaving the launch pad was as much as Elon hoped for."
RadioKate,Good morning! How are you feeling? Getting set for some big space action today (hopefully) there will be a Starship launch later. I found the sea yesterday and spent some time just watching the waves (and running away when they crept up on me). #StayBright https://t.co/RDb4X7O6AL
RadioKate,@Polly_Heck Weather is much better today! 😁🍦🍨
RadioKate,"@Gailee99 @ThanksCancer 💯 Spent my time giggling about lots of crazy things. Like how fast I went from being super shy about being half naked, to getting used to just flashing my boobs to all sorts of (medically trained) strangers!"
RadioKate,@ThanksCancer @Gailee99 I had the big pants too - and pretty sure I also laughed and photographed them!
RadioKate,@ThanksCancer This sort of made me laugh.. the patient loos in the nuclear medicine department - “no entry except authorised persons”. https://t.co/VU7gC35Llk
RadioKate,Useful reminder https://t.co/G4FQVqRrj5
RadioKate,@Polly_Heck An ice-cream crawl? YUM! I like that idea very much - though it was a bit blustery today for ice-cream. And I got chased by the sea!
RadioKate,@richardkendall Yes - I think so! Though maybe I need to leave some of the jobs to be done here so I have my first customer!
RadioKate,"@Toby_Johnson Yes it really is! This is my first time here, helping friend move in, and I like the vibe so much. Let me know if you make it here! :)"
RadioKate,Good morning! How are you feeling? I’ve been out to get DIY and general supplies to make further progress moving friend into new home. Genuinely considering having a Cornish summer as an odd jobs handy-woman! #StayBright https://t.co/S5ZGO7vclK
RadioKate,@DocClaireP Falmouth!
RadioKate,"@DocClaireP Isn’t it just! My first visit and I was amazed to go from Lego, to boogie boards, to guitars in three steps - and it got all the more interesting and unexpected from there on in!"
RadioKate,@japharl Hope you’ve got some antihistamines to soothe the allergies
RadioKate,@rocketman528 Oh lovely! Eat ALL THE TAPAS for me!
RadioKate,Good morning! How are you feeling? I’m enjoying being by the sea and having a break from London. Lots of crafty and arty people here so it’s nice to see what they’ve made. This friendly felt lion caught my eye yesterday! #StayBright https://t.co/m8ECT62vwZ
RadioKate,"@LeviathanLx @lindsguist @MattBinder And the BBC in UK. Interestingly not seen anything on Al Jazeera, which is owned by Qatar IIRC"
RadioKate,@BSS57 Funnily enough Tragos does also sell a cheeseboard that is so small one can only assume it was made for this robot. https://t.co/4QFyDEwhVj
RadioKate,@kejames Don’t tempt me…
RadioKate,@c_dave And indeed shredder lubrication sachets (who knew!) or “Domes of silence”! https://t.co/mdSAdDifDH
RadioKate,*Rescuing!
RadioKate,"Good morning! How are you feeling? I found this piece of boating hardware as I was wondering around Cornish wonder-shop Tragos, and it looked like a slightly despondent robot. I think I have a tendency to anthropomorphise things..! (Hence reaching ‘sad’ furniture!) #StayBright https://t.co/r7RBtvOkCz"
RadioKate,@Brannigand I imagine there must be? But not seen an RNLI shop yet. My friend’s mum volunteers in the one in Penzance :)
RadioKate,"@danfalk I’ve been thinking of you - I popped into an awesome bookshop/bar(!) and look what I found! (We were dashing for dinner reservation, but shall buy it next time they are open!) https://t.co/wch8uaxo38"
RadioKate,@mr_omneo Yes it is! It was actually my first place to visit! Loved it.
RadioKate,"Good morning! How are you feeling? Much enjoyed exploring Falmouth yesterday, and then back at it with unpacking things. Rainy here today but the misty view across the river to the headland is spooky and kinda awesome! #StayBright https://t.co/mK3phSpbd2"
RadioKate,@brookeflevill @kevie_a @NASASpaceflight As in noon? 12:00? Just checking as some people accidentally call midnight 12pm!
RadioKate,@abantock Falmouth! Helping my best friend move into his new place down here - and tempted to stay forever!
RadioKate,"@IanMcGowan10 It is indeed! Good spot. It was raining when we got off the train yesterday, but lovely bright morning today. :)"
RadioKate,@Brannigand Falmouth!
RadioKate,"Good morning! How are you feeling? Yesterday was looooong! Sleeper train, interview, #ESAJuice launch, space sloth, unpacking boxes, making a bed, making the bed, eating amazing Indian food, bar in a bookshop, and now sunshine on the terrace. Grand. #StayBright https://t.co/aBLqXJZZ7o"
RadioKate,"@Thievesbook Honestly I would sort of love that, because obviously you’d get to do it again!"
RadioKate,@RashmiSudiwala I wish! I’m in Cornwall actually :)
RadioKate,ROCKET LAUNCH ALERT! 3 minutes until #ESAJuice launches and starts long journey to Jupiter. Watch live: https://t.co/nDMWGCCaIU
RadioKate,@NickAstronomer Was thinking the same… shame.
RadioKate,"Good morning! How are you feeling? I think it’s fair to say that I am officially tired. Sleeper train was fun, but I was too excited to sleep! Ha. Interview done, maybe time for a nap before ESA Juice launches. #StayBright https://t.co/o0cjbWKvoG"
RadioKate,@kejames It’s a delight! Shame it’s a bit grey now we’re arriving. But I’m still smiling! :)
RadioKate,"Being gently rocked to sleep on the train. Can’t tell whether to embrace the tendrils of much-needed sleep, or stay awake to enjoy the thrill of being tucked up in bed on a train. A bit of the latter while the tendrils take hold I think. Blissful."
RadioKate,@brokenbottleboy No way I could have afforded my cancer treatment over there…
RadioKate,@Brannigand Went with coffee and was pleased to re-meet @Simba_LeMoine :)
RadioKate,"@ThanksCancer @PhoenixDfire That is so special - and so wonderful. Massive hugs. I’m sorry you lost her so young. I was 24 when I lost mum. Thanks cancer 🙄. She always said everything happens for a reason, and so I try to be there for people who lose their mums. It’s the most positive thing I can do.."
RadioKate,"@penfriendrocks Haha - sounds like me and running. Hate it, but it’s good for me.. grr."
RadioKate,"@PhoenixDfire @ThanksCancer So sorry to hear this. Be kind to yourself and allow yourself space and time to grieve. You’re part of ‘special club’ now - worst club, most expensive entry fee, but we look out for each other. Lost my mum in 2004, so I do my best to live for both of us now."
RadioKate,"@im_jdasilva My favourite barista was outside, so I didn't get my special hot choc with espresso magic thing he made me last time. Coffee welcome though. :)"
RadioKate,Hungry and waiting to be stabbity-jabbed. Then Penny Drop time - hot choc or cappuccino today..?
RadioKate,@ArianeSherine Reminds me of an amazing response from a friend after showing messages I got on a dating app (from guy who refused to use capitals): “Fucker be using four dot ellipses FFS”. Made me laugh. Bullet dodged.
RadioKate,"Good morning! How are you feeling? I woke at 3am, again, probably because I was worried about sleeping through my alarm and missing radio interview! Day of jabby needles, so a trip to the Penny Drop in order too. Walked through sunshine with rain last night - rainbow! #StayBright https://t.co/orbJcXCyGl"
RadioKate,"@25deadbatts @brokenbottleboy I find it hard to wake up in the morning, so I find the rage it often induces helpful in shaking off slumber!"
RadioKate,@ctimmermann @frankendodo @Nic_ky___R - I don’t suppose you know?
RadioKate,@brokenbottleboy I’ve always found Thought for the Day much better at getting me moving (away from radio) than any morning alarm.
RadioKate,@PaulChantler @elonmusk Owch.
RadioKate,@sciencebase Be careful! Don’t push yourself too much if injured.
RadioKate,"Good morning! How are you feeling? I took a melatonin tablet last night and slept right through for the first time in.. ages! Grateful for the morning sunshine, it makes such a difference! Have a good day and #StayBright https://t.co/pSHlfwIgKT"
RadioKate,@DhtPastoral @MichaelRosenYes Strong magnet and string? Key fishing?
RadioKate,"Good morning! How are you feeling? I think it’s going to rain later, which means I can’t put off my run too long this morning. Lots to get done today, hope I can be efficient and productive, and not succumb to a nap after my insomnia! #StayBright https://t.co/GFWPVTZ8Rw"
RadioKate,@MichaelRosenYes Breakfast first - steel yourself
RadioKate,"Go away insomnia, you are not welcome here."
RadioKate,@YasserM86 Thanks - and Ramadan Kareem :)
RadioKate,@YasserM86 What date do you think Eid will fall on this year?
RadioKate,I mean the first sentence is a good one. I often tell people to use a voice memo app to record their parents or grandparents telling stories of their youth. You’ll have the story and their voice. The rest of this is a Black Mirror nightmare. 😧
RadioKate,"Good morning! How are you feeling? Shame about the rain, but that’s a good excuse to enjoy coffee and crossword inside. Lovely evening out last night with great company and delicious dinner. Always like the lights in Carnaby St. #StayBright https://t.co/0aRQkT6VSL"
RadioKate,@chrisapplegate 😲😲😲
RadioKate,"@keewa @marcusjdl @JournoSchool Yes yes - I am fully aware of this, and it’s a massive issue. I’m just saying that there are a few of us who got there against the odds."
RadioKate,@jaggeree @mrmarksteel @melankkolia @ebtg That’s tough. Sending you good vibes. I found it helped to give stuff away to people on Freecycle where I could. Something about seeing the joy that someone else would get from mum’s things made it easier to let them go.
RadioKate,"@marcusjdl @JournoSchool Well indeed, but that’s another issue, that basically comes back to the first.."
RadioKate,FAO @marcusjdl
RadioKate,"@marcusjdl @JournoSchool I mean yes and no. There is a huge issue around class and diversity in journalism, but not everyone who went to Oxbridge came from privilege."
RadioKate,"@Scotontherock5 @rocketman528 @TonyChocolonely Yes! I understand the idea behind the uneven ‘square’ size, but it doesn’t help me when I think “okay, one little bit more” and I break off a huge chunk!"
RadioKate,"@rocketman528 Fix that, pronto!"
RadioKate,@Scotontherock5 @rocketman528 @TonyChocolonely Ooh that sounds yummy! I just finished a bar of theirs!
RadioKate,@brokenbottleboy @drkatedevlin Just seeing this - hope you’re okay - both of you xx
RadioKate,Run done. Can tuck into chocolate and feel like I’ve earned it. :)
RadioKate,@seis_matters Certainly hope you found chocolate at the end of that!
RadioKate,"@MoAwesomeSauce It’s.. so-so at the mo, but hoping for brighter days as spring is now here x"
RadioKate,@MoAwesomeSauce @beingmusab @ZamanX90 @gazly @arshadnajudeen @ahamednishadh @PolRotiya Hope you’re keeping well! Ramadan Kareem! x
RadioKate,@mrjamesob Either way if that’s the worst she’s ever had to endure then she could do with a stroll in my shoes for a bit.
RadioKate,"@drwilding Oh dear, just about to give it a go… 😬"
RadioKate,Oh FFS
RadioKate,Good morning! How are you feeling? I decorated some eggs a while ago and wondered what to do with them. I’ve hung them in the young cherry trees at the top of the road. Wonder if anyone will notice! (I’ll watch the street WhatsApp with interest 😂) Happy Easter. #StayBright https://t.co/wrVPwFEirc
RadioKate,"@petern06 Well, I am not certain I’ll do it in a large scale, but I might patch up some areas that need urgent attention at least"
RadioKate,@ThanksCancer https://t.co/AkZeVv6cDm
RadioKate,"Good morning! How are you feeling? I am pleased that it hasn’t rained overnight, as I left the washing out and then dreamt there was a downpour! Nice to see the bulb starting to grow and even flower in some cases. #StayBright https://t.co/taNWzeM7u0"
RadioKate,"@CorArdens But I did it, so - yayay!"
RadioKate,@petern06 I need to take out all the concrete stuff between my bricks and replace it with breathable lime. Eek!
RadioKate,@RoddyJenkins DIY and gardening I think!
RadioKate,@CorArdens Thank you! It didn’t feel too bad until the end bit when I was soooooo bbbooorrreeddd!
RadioKate,@RoddyJenkins Thank you!
RadioKate,"Woohoo - did the dreaded run! Really is so boring, but I managed 5k today, huzzah!"
RadioKate,@Kevmacd Would have been a very powerful drone to lift that lot! Wouldn’t be happy with that flying above me!
RadioKate,@alrightPET @noodlemaz Brilliant. Thank you for the chuckle.
RadioKate,"@aliciacurry_ @myldn Yes, you can."
RadioKate,@Sarah_Woolley @MistinguetteCat Oh! Are you okay? x
RadioKate,@MistinguetteCat @Sarah_Woolley Oooh Havana! Enjoy!
RadioKate,Good morning! How are you feeling? I just took delivery of 175kg of lime mortar. Repointing - a new skill to learn. Just watch the ambulance helicopter in action nearby - very much hope whoever it collected is okay. Helicopters are quite awesome. #StayBright https://t.co/xIRsSnnUwb
RadioKate,Just seen ambulance helicopter seemingly looking to find a place to set down near Wood Street. Hope it’s not another stabbing. Hope everyone is safe. Actually seems to be landing near Shernhall street. #Walthamstow @stellacreasy
RadioKate,@_Jessification_ @SpaceKate Just let me know what you need and I’m on it :)
RadioKate,@lawally78 Senior Content Designer
RadioKate,"@Trinifood @Oprah Cancer-wise hopefully(?), touchwood. Hormone treatment-wise, still trying to find something that has right balance of ‘keep cancer away’ and ‘menopause madness’!"
RadioKate,"Good morning! How are you feeling? I scored a job interview, but looked again at details and they appear to be paying £20k+ below industry average. Glassdoor reviews not sparkling either. Should I do the interview for practice? Disappointed but going to #StayBright https://t.co/yskoH9VUrP"
RadioKate,"@Trinifood @Oprah Mine were anti-cancer meds, which forced a sudden menopause and boy oh boy did that hit me like several tonnes of bricks! Not even allowed HRT. :("
RadioKate,@Trinifood @Oprah Strong agree. My meds put me suddenly and very brutally into a biochemical menopause and I was given no warning of any of what was going to come. I felt like I’d gone crazy.
RadioKate,@_Jessification_ Am I allowed to tag my alter-ego @SpaceKate? ;)
RadioKate,"@Scotontherock5 Here if you need to talk, or just want pictures of kittens and penguins. :)"
RadioKate,@PaulGuinnessy Argh.
RadioKate,"@porkerandpodge Ooh - yeah you could go to the visitor centre, take a look in advance in case they have any interesting tours you can book on. Oh and be sure to visit Anomaly Brewing in Houston - set up by ex-NASA folk!"
RadioKate,"Good morning! How are you feeling? It’s run day today so I have to psyche myself up for that. I still feel chilly, to my bones, so that’s not helping! Finished off another furniture rescue project yesterday, huzzah! #StayBright https://t.co/P0q6tR9uxK"
RadioKate,@katebevan He did what?!
RadioKate,@WamwariW 100%
RadioKate,"The irony of seeing this a week after the final broadcast of @DigitalPlanet. @bbcworldservice - it’s not too late to correct this, is it?"
RadioKate,"@gav Well if you need a hand, let me know. Happy to jump in and the deep end :)"
RadioKate,@Thievesbook It is indeed!
RadioKate,"Good morning! How are you feeling? Had a chat in BBC Scotland about the bankruptcy of Virgin Orbit then some coffee. Possibly should have done that the other way round, heh. Chilly but with sunshine! Hello sunshine! :) #StayBright https://t.co/Iec7HbpPYC"
RadioKate,@Joi_the_Artist Yay for chocolate at least x
RadioKate,"@christapeterso During my undergrad lab project I had other hobbies and my lab supervisor made my life hell because of them, so I left science."
RadioKate,"Good morning! How are you feeling? The sunshine is shining through the window, but it was freezing when I woke up! Nice to catch up and eat toasties with @Brannigand yesterday. In honour of our trip, here’s some friendly cheese! #StayBright https://t.co/z78rapqWtC"
RadioKate,@dansumption Yep! This. Though I did start wearing my big headphones in an open plan office after a number of times where I was seemingly ignoring people talking to me while listening to classical music on headphones they couldn’t see - and jumping out my skin when I was tapped on shoulder!
RadioKate,@Pandamoanimum @katebevan Haha - literally just tweeted from my @spacekate account to be clear I do not pay for mine!
RadioKate,@HeatherDoranDr And back gardens! :)
RadioKate,"@DerkHat Cut-throat razor and relaxing don’t feel like they belong in same sentence, but I’ve heard others rave about this too!"
RadioKate,"Good morning! How are you feeling? I managed to force myself to run yesterday and did my first 5k in a while. Then caught up with a dear friend, so it was a good day all round. How is your weekend? #StayBright https://t.co/VamadSHpxB"
RadioKate,"@jono_pce @alomshaha @3_esse If you built a rotating space station in your school holidays I would be very, very impressed!"
RadioKate,@GarethM @digitalplanet @billt @GBoddington To be treasured for sure x
RadioKate,@Thievesbook @KeithMansfield @chrisapplegate Never Let Me Go
RadioKate,"@drkatedevlin What?! That sucks. Sorry to hear about the landlord, and the delays, glad there is gin."
RadioKate,@BBCSteveR @bbclysedoucet I often wonder how you’re doing. When I hear your reports and think about the situation you’re in I wonder how you’re feeling about it all and how hard it must be for you. I do hope you’re okay.
RadioKate,@KeithMansfield @chrisapplegate Haha - that’s the local comp!
RadioKate,@KeithMansfield @chrisapplegate Oh! Think that’s the posh school up by the forest (which makes sense given the name!)
RadioKate,Good morning! How are you feeling? Great to see @KeithMansfield for some BFI film fun (though not the cheeriest of films!) and catch up with @chrisapplegate too. Glad to see the skateboarders still enjoying the Southbank. Happy weekend! #StayBright https://t.co/a29JTcxblV
RadioKate,@kejames You over achiever! ;) Pleased to hear it and hope your results and recovery continue positively. xx
AshleyRTrawick,Finally going to watch “Praise This.”
AshleyRTrawick,@DaricCott THIS HAIR. Looove!
AshleyRTrawick,Beyoncé’s “Don’t Hurt Yourself” with Jack White.
